UniqueID,loan_default
535191,0.1899772
565698,0.14120081
536003,0.18088232
628720,0.1322671
627276,0.14150612
752385,0.24320564
757982,0.19796291
655595,0.1307941
588628,0.16771702
630756,0.3257163
615201,0.31851235
686320,0.36867344
649682,0.36671054
677455,0.15515836
762025,0.21646483
598778,0.25313893
555984,0.20045061
706220,0.20606667
566950,0.14060819
765677,0.1428532
739009,0.24800235
614351,0.368003
648630,0.19223367
755339,0.19994247
633411,0.22209942
599835,0.20182757
741654,0.20029378
607348,0.19612004
761529,0.21652162
661886,0.27789658
540569,0.15854837
751011,0.2206311
612292,0.11833005
632805,0.2024511
647034,0.2082878
623762,0.2006727
687510,0.19787684
570200,0.12277635
587306,0.2077031
666751,0.41083837
606816,0.22069688
730186,0.21669653
668697,0.3051862
677964,0.22688745
755769,0.26185095
640339,0.23192735
599699,0.25406456
661160,0.2049838
564115,0.20967938
721070,0.27268997
736286,0.110300705
542764,0.3100922
543498,0.3001816
648354,0.27202088
763709,0.16535819
620007,0.2717219
565129,0.27791378
562640,0.2834637
750318,0.36632028
633312,0.15660833
727414,0.21570516
559927,0.22148874
709614,0.13829674
588135,0.28762063
589543,0.21265206
748950,0.36486664
724155,0.2344005
735648,0.1196316
600080,0.10321969
662618,0.14381616
734977,0.18485795
616306,0.16627184
650526,0.3314778
555273,0.24355194
545259,0.27081352
606603,0.24262758
574089,0.18199433
596962,0.3177631
613905,0.37618315
695510,0.30538952
565297,0.39303613
669131,0.2585657
663454,0.19414453
572848,0.20229724
683876,0.29136243
761367,0.18690382
718451,0.1967572
582650,0.2885477
749179,0.29247665
617468,0.11065368
658203,0.33195123
636414,0.2935891
668571,0.29131675
764643,0.32530463
680403,0.1660522
715121,0.19138496
628704,0.28192842
763837,0.20067881
743475,0.11956541
732565,0.33060572
668714,0.1910644
629372,0.13618982
580875,0.22876257
600088,0.22949587
663801,0.2778158
705511,0.40041935
745159,0.122791596
541346,0.2550539
599391,0.28362808
745702,0.23077768
658941,0.22930631
698632,0.19572774
541236,0.15813407
542223,0.15756135
571482,0.31739417
742618,0.102306105
730238,0.27420917
746167,0.24799633
645928,0.1945133
729018,0.1772556
719851,0.20013472
581890,0.24314506
746598,0.32405525
643832,0.319649
706204,0.26833466
552107,0.3264774
721936,0.14803167
542709,0.08484079
693069,0.44407412
733904,0.16493963
736909,0.20299977
711576,0.21692806
762272,0.24054594
605543,0.25782397
689717,0.26968667
579505,0.07200024
755170,0.11796739
601575,0.24884646
557111,0.12222747
755344,0.45855907
640033,0.27216652
713636,0.33482417
541110,0.15120018
662116,0.23130849
664393,0.21198218
585288,0.28080258
553028,0.20524482
658212,0.32595664
595448,0.15204877
739401,0.23362769
623464,0.09831541
648387,0.44952965
713414,0.13682905
675740,0.14065833
662982,0.13860679
573057,0.1895655
564072,0.20115112
717895,0.14741275
744560,0.29152545
641307,0.113116495
576301,0.26048705
753153,0.17131521
639012,0.23342673
637104,0.17723204
645429,0.2218992
551087,0.1986559
577397,0.29954022
600612,0.20918466
674435,0.39595324
616086,0.21121508
754526,0.17992918
687189,0.11473589
726767,0.33389786
692170,0.13534874
632420,0.40304214
561333,0.14631104
674917,0.28399423
735110,0.23294824
635285,0.19939862
604838,0.24625322
579891,0.10952867
666421,0.14808697
669227,0.23622593
718356,0.18328048
575851,0.22858723
576647,0.2746795
643146,0.11711047
593887,0.2204859
561668,0.12706023
629525,0.24694973
703363,0.26027843
577630,0.24254823
636265,0.24695177
569951,0.18901944
574407,0.16984124
592308,0.17821907
652697,0.17580543
664949,0.15269122
546764,0.24340543
748723,0.22305329
539291,0.2204413
753303,0.14612557
711489,0.18179229
533292,0.1807921
703295,0.28236946
762137,0.22025518
644021,0.17505181
553097,0.24396305
656297,0.14570698
690079,0.30968145
735122,0.20045066
725278,0.24913956
649852,0.2294416
739934,0.2810368
591342,0.16963284
673489,0.34862277
550208,0.13316873
615202,0.23715842
655300,0.114906825
561009,0.2907485
756080,0.20669053
761213,0.25666088
655299,0.09720972
711067,0.07130255
610027,0.3473507
591015,0.15574242
557348,0.15165213
674545,0.24699803
731445,0.21063654
695013,0.23074414
701611,0.18473557
674189,0.26938683
667676,0.31131268
761402,0.35884902
754539,0.21720374
584332,0.14637417
677508,0.14085366
540526,0.16712031
569662,0.18113954
603941,0.1598316
629154,0.16494788
630387,0.11371768
698243,0.32069796
708030,0.19513355
585429,0.23375368
656554,0.15981945
537946,0.20198713
739653,0.20844196
539013,0.24370186
620962,0.29512998
629072,0.21002764
626988,0.3521113
760757,0.23903047
651585,0.29894328
755546,0.23774593
700296,0.30568084
760978,0.103285275
538122,0.14766994
721966,0.35136166
630172,0.21016154
744145,0.22750515
604022,0.212675
590019,0.17816548
746143,0.1913491
692565,0.27914295
565148,0.12074134
551522,0.18126073
757079,0.22021464
707498,0.1565406
658685,0.3273479
740219,0.1700954
637408,0.15437733
718712,0.19029893
665300,0.30171308
630563,0.32583237
662900,0.3562274
644825,0.22019212
711979,0.2152274
622423,0.16954622
638588,0.2303752
568773,0.28236946
720146,0.19625092
750615,0.21683753
606855,0.16150725
571480,0.18294494
698291,0.34795138
672358,0.37347746
644029,0.3017115
562217,0.30675897
750271,0.25782397
587508,0.504276
754971,0.15758534
537111,0.15669148
614684,0.4672732
554837,0.3481628
723645,0.28788462
727407,0.11554889
610820,0.20437321
665074,0.13868943
719336,0.22361864
553291,0.16373296
757309,0.2080002
564543,0.188112
565708,0.1838375
547186,0.1739051
747247,0.3151962
729156,0.385901
635140,0.24747872
659631,0.120201685
539045,0.14517635
734597,0.29660058
619021,0.2908654
618826,0.19081041
611910,0.11178303
739609,0.18912993
764738,0.19357668
686688,0.21892083
550259,0.34543878
632970,0.09968822
565468,0.14223182
750159,0.23167261
618665,0.086273134
607188,0.19549294
688491,0.08647825
571341,0.1199
630388,0.17351687
733149,0.14796434
685755,0.27289903
641699,0.19833122
543092,0.14676474
679739,0.20147274
653383,0.13000543
623486,0.11375609
665689,0.33064437
543405,0.17250572
690526,0.21057141
533668,0.30298397
650790,0.30120975
693383,0.32248685
704296,0.22000441
627830,0.20893808
644110,0.26883936
637863,0.22093531
643856,0.23957966
