UniqueID,loan_default
535191,0.16920884056308316
565698,0.19835528841531228
536003,0.1696456247800008
628720,0.1854391024943021
627276,0.13850332148546293
752385,0.23917997110802702
757982,0.16806155747629073
655595,0.1891603010047616
588628,0.16749533788631382
630756,0.2989957995006357
615201,0.32845719939633117
686320,0.34627306875909525
649682,0.2935007516058787
677455,0.2096578762008122
762025,0.16908837044724911
598778,0.27279402708339373
555984,0.2420607927573641
706220,0.1696094321142058
566950,0.20198318558660097
765677,0.14622533395550577
739009,0.1769754049274569
614351,0.33966024426004515
648630,0.23906581236955335
755339,0.20018924910377964
633411,0.22716034042020403
599835,0.1877266147960557
741654,0.17900589402401107
607348,0.1979256479971422
761529,0.21953129986529873
661886,0.2651285965016396
540569,0.1517261698394878
751011,0.24325629144316163
612292,0.17318423667138105
632805,0.18262876016885593
647034,0.1814411457032628
623762,0.17680497235508932
687510,0.19748095565275608
570200,0.10218172238542697
587306,0.2571910376016231
666751,0.26887637163598876
606816,0.27089369075580755
730186,0.22915699699751393
668697,0.22260063811839387
677964,0.21599251447712173
755769,0.2775054603020697
640339,0.20756319676610036
599699,0.2299189413773608
661160,0.19768169715225556
564115,0.17767844782782358
721070,0.2415947812383785
736286,0.10797914193561274
542764,0.2986638602486189
543498,0.3147544256377575
648354,0.20262308105539012
763709,0.1999462543368564
620007,0.30641618573059487
565129,0.2717507672797275
562640,0.3663612858259459
750318,0.3205762649145905
633312,0.12952191565898716
727414,0.2076291455553551
559927,0.20708161710956569
709614,0.07964673325991288
588135,0.261632796460852
589543,0.19985801526562866
748950,0.23973953190260883
724155,0.22810295862845528
735648,0.11494905464573797
600080,0.07785569607996304
662618,0.20747157592401963
734977,0.23166015496431655
616306,0.14542400187865637
650526,0.27119316907773056
555273,0.20030611496148046
545259,0.34735668790861307
606603,0.21816358274241648
574089,0.1754015738059321
596962,0.29121815902839676
613905,0.2283651240129462
695510,0.2620743672515217
565297,0.294421605856427
669131,0.28665602028796655
663454,0.25075997120160765
572848,0.22047062450218433
683876,0.3194366951070876
761367,0.20090637025177036
718451,0.17969221355764578
582650,0.27281959466610156
749179,0.2648256309575112
617468,0.19638645221084883
658203,0.28385808210528674
636414,0.2638771786666731
668571,0.2842055536747174
764643,0.34159669272130655
680403,0.2052222458527162
715121,0.15394857796681694
628704,0.30690332602169734
763837,0.1809470025772135
743475,0.13076502786999916
732565,0.2755669843815792
668714,0.2531002730879939
629372,0.12755587057501522
580875,0.22614537440537005
600088,0.20952744820619548
663801,0.25677302426594173
705511,0.32839358522902995
745159,0.10016198955905443
541346,0.24037263043406532
599391,0.26134553635328517
745702,0.198144586713318
658941,0.17263478638031562
698632,0.17833433345885086
541236,0.16741684566989296
542223,0.18153511484217846
571482,0.27993880209408284
742618,0.06813661596906476
730238,0.2683831558625759
746167,0.21509060019421744
645928,0.26845629327739234
729018,0.19748450763059805
719851,0.16000184108386215
581890,0.23052566131270763
746598,0.3492018842169381
643832,0.34038822675550634
706204,0.23501797039530337
552107,0.2933684610810231
721936,0.1600112283843837
542709,0.08922181482615493
693069,0.2540836560649694
733904,0.15280440568073558
736909,0.18887561593629482
711576,0.20814871179876737
762272,0.251395296959369
605543,0.3549845124045637
689717,0.2348986013346501
579505,0.05478187867686699
755170,0.13671914674433666
601575,0.3649412412327381
557111,0.08547654880884543
755344,0.2581870030506286
640033,0.24164058795271234
713636,0.21655485698654575
541110,0.15156949914870058
662116,0.23587066212799504
664393,0.15705325646340007
585288,0.27863599093822233
553028,0.2931679718937496
658212,0.30319713191963893
595448,0.1686530238551008
739401,0.22761779372072705
623464,0.07189264869791381
648387,0.30674224005145695
713414,0.15650227390271865
675740,0.13669851712003264
662982,0.11286114944568612
573057,0.215112593830569
564072,0.17281139544677132
717895,0.18625832872215406
744560,0.21941657268558817
641307,0.13015356098463424
576301,0.32819168857927666
753153,0.20778001987345252
639012,0.2679507497615355
637104,0.17956938064345065
645429,0.20155112095194283
551087,0.20585767126602908
577397,0.278326262597616
600612,0.1695063039023484
674435,0.28969951966691015
616086,0.222985741990478
754526,0.2070972336248661
687189,0.10245374391088877
726767,0.29190471096132614
692170,0.10752232343037867
632420,0.352245782837944
561333,0.20338245612015085
674917,0.33819950983433167
735110,0.19696023369440774
635285,0.17327881701184344
604838,0.29711345149510787
579891,0.1283416171029765
666421,0.2282295850531611
669227,0.2771269252824789
718356,0.2306283795348854
575851,0.21302030792254587
576647,0.2480622370669091
643146,0.08084735987577435
593887,0.18708413582802425
561668,0.08932148080593036
629525,0.2508701528181814
703363,0.22198605836092414
577630,0.25616239488254405
636265,0.24148197067844088
569951,0.15007794709172667
574407,0.1884220325207336
592308,0.22761805816366498
652697,0.1595989544307161
664949,0.16637490757130363
546764,0.2425693801410786
748723,0.3036607399213085
539291,0.26343140462513137
753303,0.19174761245799557
711489,0.15845507150704757
533292,0.1261339427078444
703295,0.2778883522158556
762137,0.25280420151478733
644021,0.16465214404309841
553097,0.22424401684695705
656297,0.20480351100709554
