UniqueID,loan_default
535191,0.19021776362725548
565698,0.20093945170785313
536003,0.20536881250066732
628720,0.16376457419544654
627276,0.1427000499378295
752385,0.23421650953026127
757982,0.17255143104949602
655595,0.19029191485885597
588628,0.13800232021050293
630756,0.2992552184258685
615201,0.33102454098131007
686320,0.31829125756768784
649682,0.3140484812933414
677455,0.19104511960532444
762025,0.21252638485904438
598778,0.2954732465238873
555984,0.22843746688357447
706220,0.16635280205163375
566950,0.2061431352436717
765677,0.1288001826690976
739009,0.2139144689582007
614351,0.32764871985582833
648630,0.22796876251226864
755339,0.20531854954575715
633411,0.21999183561930866
599835,0.19501627843076108
741654,0.19336672098350324
607348,0.19662969497000898
761529,0.225464078967944
661886,0.2717953720721914
540569,0.14647521857464607
751011,0.23461246399081434
612292,0.1510121267793487
632805,0.14697030965537747
647034,0.20795122260262394
623762,0.18002607323707345
687510,0.18534399283747746
570200,0.09784102814532132
587306,0.2445353814029493
666751,0.27623664931118697
606816,0.285014522597415
730186,0.20868988448891432
668697,0.24032543703389128
677964,0.24097803902582202
755769,0.26482522039123957
640339,0.20154089946622844
599699,0.20863134706781977
661160,0.19678565420565325
564115,0.17524456775732408
721070,0.26035717079404774
736286,0.11953590935447883
542764,0.30446185927722286
543498,0.289895382749654
648354,0.17692176232955384
763709,0.20513068946056875
620007,0.28804758778232153
565129,0.2937689267287657
562640,0.3464643238181899
750318,0.30807437355804124
633312,0.1413149728454876
727414,0.22553715152400347
559927,0.20994128054635777
709614,0.08670692221247897
588135,0.2930065058858282
589543,0.20356668161260935
748950,0.2548072425777487
724155,0.30065486895565924
735648,0.11032258676056454
600080,0.08151918607459956
662618,0.1974982933665177
734977,0.2227142682565152
616306,0.16021922338150751
650526,0.27387538734200867
555273,0.21869629953435643
545259,0.3776257101428593
606603,0.20464989896415717
574089,0.18073859875043097
596962,0.32350782492259866
613905,0.25238382315249375
695510,0.27714036127175506
565297,0.2830893572411192
669131,0.28997671672340086
663454,0.22478020129597465
572848,0.2171659345813996
683876,0.33077473958184206
761367,0.1706389595889241
718451,0.1737204418053915
582650,0.2927589563657412
749179,0.2772663827062092
617468,0.2174935181255189
658203,0.2836017730165991
636414,0.2861138570938203
668571,0.3084444101986405
764643,0.3251376780456514
680403,0.22507578148974408
715121,0.16729305461868071
628704,0.28502333374610056
763837,0.2118787229735799
743475,0.09971852487116038
732565,0.2777263086647997
668714,0.25260843710582237
629372,0.12356754563623512
580875,0.24426214810917798
600088,0.2147282779724099
663801,0.27045098989456173
705511,0.3168019037202311
745159,0.10606989622933646
541346,0.25124969142733056
599391,0.27019094473706573
745702,0.21944463182762736
658941,0.19936617178426677
698632,0.21767688853617834
541236,0.16995659926263718
542223,0.20481633057174015
571482,0.26144550213111917
742618,0.09581822698832754
730238,0.25832868108495194
746167,0.24325194067549943
645928,0.25557771707247945
729018,0.22003189935526196
719851,0.16089680916815358
581890,0.24347597489253195
746598,0.3616138884160076
643832,0.3155015441818841
706204,0.2734664616895903
552107,0.28737468783894504
721936,0.15614071538647453
542709,0.08956606678134565
693069,0.2764460220532189
733904,0.1591276569732876
736909,0.16751797776233052
711576,0.22157476457235586
762272,0.28492723066783104
605543,0.3024524336012891
